instrument_token,,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
138407428,,540654,GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,0,,0,0.05,1,EQ,BSE,BSE
128040964,,500160,GTL,GTL.,0,,0,0.01,1,EQ,BSE,BSE
136390404,,532775,GTLINFRA,GTL INFRASTRUCTURE.,0,,0,0.01,1,EQ,BSE,BSE
128043524,,500170,GTNINDS,GTN INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136382468,,532744,GTNTEX,GTN TEXTILES.,0,,0,0.01,1,EQ,BSE,BSE
138394116,,540602,GTPL,GTPL HATHWAY ,0,,0,0.05,1,EQ,BSE,BSE
138106628,,539479,GTV,GTV ENGINEERING ,0,,0,0.05,1,EQ,BSE,BSE
130324228,,509079,GUFICBIO,GUFIC BIOSCIENCES.,0,,0,0.05,1,EQ,BSE,BSE
135680260,,530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS L,0,,0,0.05,1,EQ,BSE,BSE
133687556,,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
132425732,,517288,GUJARATPOLY,GUJARAT POLY ELECTRONICS LIMIT,0,,0,0.05,1,EQ,BSE,BSE
129699844,,506640,GUJCMDS,GUJCHEM DISTILLERS INDIA.,0,,0,0.05,1,EQ,BSE,BSE
131682820,,514386,GUJCOTEX,GUJARAT COTEX.,0,,0,0.01,1,EQ,BSE,BSE
134903044,,526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
130928900,,511441,GUJCRED,GUJARAT CREDIT CORPORATION,0,,0,0.05,1,EQ,BSE,BSE
138070020,,539336,GUJGAS,GUJARAT GAS ,0,,0,0.05,1,EQ,BSE,BSE
130037764,,507960,GUJHOTE,GUJARAT HOTELS.,0,,0,0.05,1,EQ,BSE,BSE
132447236,,517372,GUJINTRX,GUJARAT INTRUX.,0,,0,0.05,1,EQ,BSE,BSE
136023300,,531341,GUJINV,GUJARAT INVESTA.,0,,0,0.01,1,EQ,BSE,BSE
129755652,,506858,GUJPETR,GUJARAT PETROSYNTHESE.,0,,0,0.05,1,EQ,BSE,BSE
134224388,,524314,GUJTERC,GUJARAT TERCE LABORATORIES,0,,0,0.05,1,EQ,BSE,BSE
129761028,,506879,GUJTHEM,GUJARAT THEMIS BIOSYN.,0,,0,0.05,1,EQ,BSE,BSE
131414276,,513337,GUJTLRM,GUJARAT TOOLROOM.,0,,0,0.05,1,EQ,BSE,BSE
137873156,,538567,GULFOILLUB,GULF OIL LUBRICANTS INDIA,0,,0,0.05,1,EQ,BSE,BSE
136331012,,532543,GULFPETRO,GP PETROLEUMS,0,,0,0.05,1,EQ,BSE,BSE
136308996,,532457,GULPOLY,GULSHAN POLYOLS.,0,,0,0.05,1,EQ,BSE,BSE
138036740,,539206,GVBL,GENOMIC VALLEY BIOTECH,0,,0,0.05,1,EQ,BSE,BSE
133958916,,523277,GVFILM,GV FILMS.,0,,0,0.01,1,EQ,BSE,BSE
138535428,,541154,HAL,HINDUSTAN AERONAUTICS ,0,,0,0.05,1,EQ,BSE,BSE
138202628,,539854,HALDER,HALDER VENTURE ,0,,0,0.05,1,EQ,BSE,BSE
131877636,,515147,HALDYNGL,HALDYN GLASS,0,,0,0.05,1,EQ,BSE,BSE
137653508,,537709,HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,0,,0,0.01,1,EQ,BSE,BSE
139066116,,543227,HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LI,0,,0,0.05,1,EQ,BSE,BSE
130456836,,509597,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
138566660,,541276,HARDWYN,HARDWYN INDIA,0,,0,0.05,1,EQ,BSE,BSE
137748740,,538081,HARIAAPL,HARIA APPARELS,0,,0,0.01,1,EQ,BSE,BSE
131226628,,512604,HARIAEXPO,HARIA EXPORTS.,0,,0,0.01,1,EQ,BSE,BSE
139140356,,543517,HARIOMPIPE,HARIOM PIPE INDUSTRIES ,0,,0,0.05,1,EQ,BSE,BSE
138926596,,542682,HARISH,HARISH TEXTILE ENGINEERS LIMIT,0,,0,0.05,1,EQ,BSE,BSE
134164484,,524080,HARLETH,HARYANA LEATHER CHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
128119556,,500467,HARRMALAYA,HARRISONS MALAYALAM.,0,,0,0.05,1,EQ,BSE,BSE
139161604,,543600,HARSHA,HARSHA ENGINEERS INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
136410884,,532855,HARYNACAP,HARYANA CAPFIN.,0,,0,0.05,1,EQ,BSE,BSE
136035076,,531387,HASTIFIN,HASTI FINANCE.,0,,0,0.01,1,EQ,BSE,BSE
136489476,,533162,HATHWAY,HATHWAY CABLE & DATACOM,0,,0,0.05,1,EQ,BSE,BSE
130322692,,509073,HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,0,,0,0.05,1,EQ,BSE,BSE
136071940,,531531,HATSUN,HATSUN AGRO PRODUCT.,0,,0,0.05,1,EQ,BSE,BSE
132442628,,517354,HAVELLS,HAVELLS INDIA.,0,,0,0.05,1,EQ,BSE,BSE
138029060,,539176,HAWAENG,HAWA ENGINEERS.,0,,0,0.05,1,EQ,BSE,BSE
130172420,,508486,HAWKINCOOK,HAWKINS COOKERS.,0,,0,0.05,1,EQ,BSE,BSE
136311556,,532467,HAZOOR,HAZOOR MULTI PROJECTS.,0,,0,0.05,1,EQ,BSE,BSE
139065348,,543224,HBANKETF,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
136277508,,532334,HBESD,HB ESTATE DEVELOPERS.,0,,0,0.05,1,EQ,BSE,BSE
130292740,,508956,HBLEAS,HB LEASING & FINANCE CO.LTD.,0,,0,0.01,1,EQ,BSE,BSE
132421380,,517271,HBLPOWER,HBL POWER SYSTEMS.,0,,0,0.05,1,EQ,BSE,BSE
136277252,,532333,HBPOR,HB PORTFOLIO.,0,,0,0.05,1,EQ,BSE,BSE
136247300,,532216,HBSTOCK,HB STOCKHOLDINGS.,0,,0,0.05,1,EQ,BSE,BSE
128047364,,500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,0,,0,0.01,1,EQ,BSE,BSE
138185476,,539787,HCG,HEALTHCARE GLOBAL ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
138041348,,539224,HCKKVENTURE,HCKK VENTURES ,0,,0,0.05,1,EQ,BSE,BSE
128045828,,500179,HCL-INSYS,HCL INFOSYSTEMS.,0,,0,0.05,1,EQ,BSE,BSE
137894916,,538652,HCLTD,HIND COMMERCE,0,,0,0.01,1,EQ,BSE,BSE
136263940,,532281,HCLTECH,HCL TECHNOLOGIES.,0,,0,0.05,1,EQ,BSE,BSE
128002564,,500010,HDFC,HOUSING DEVELOPMENT FINANCE CO,0,,0,0.05,1,EQ,BSE,BSE
138682628,,541729,HDFCAMC,HDFC ASSET MANAGEMENT COMPANY,0,,0,0.05,1,EQ,BSE,BSE
128046084,,500180,HDFCBANK,HDFC BANK.,0,,0,0.05,1,EQ,BSE,BSE
139163396,,543607,HDFCGROWTH,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138438916,,540777,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI,0,,0,0.05,1,EQ,BSE,BSE
139168516,,543627,HDFCLOWVOL,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139168772,,543628,HDFCMOMENT,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139153924,,543570,HDFCNEXT50,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139153668,,543569,HDFCNIF100,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138116100,,539516,HDFCNIFETF,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139178244,,543665,HDFCNIFIT,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139178500,,543666,HDFCPVTBAN,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139162884,,543605,HDFCQUAL,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139163652,,543608,HDFCVALUE,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
50974724,,199120,HDFF100INAV,INAVHDFC NIFTY 100 ETF,0,,0,0.01,1,EQ,BSE,BSE
50974980,,199121,HDFNX50INAV,INAV HDFC NIFTY NEXT 50 ETF,0,,0,0.01,1,EQ,BSE,BSE
138293764,,540210,HEADSUP,HEADS UP VENTURES ,0,,0,0.01,1,EQ,BSE,BSE
128944388,,503689,HEALINV,HEALTHY INVESTMENTS.,0,,0,0.01,1,EQ,BSE,BSE
139129092,,543473,HEALTHY,ADITYA BIRLA SUN LIFE MUTUAL F,0,,0,0.01,1,EQ,BSE,BSE
50969604,,199100,HEALTHYINAV,INAV ADITYA BIRLA SUNLIFE,0,,0,0.01,1,EQ,BSE,BSE
130465540,,509631,HEG,HEG.,0,,0,0.05,1,EQ,BSE,BSE
128074756,,500292,HEIDELBERG,HEIDELBERGCEMENT INDIA.,0,,0,0.05,1,EQ,BSE,BSE
138028548,,539174,HELPAGE,HELPAGE FINLEASE.,0,,0,0.01,1,EQ,BSE,BSE
135981572,,531178,HEMANG,HEMANG RESOURCES,0,,0,0.05,1,EQ,BSE,BSE
139069956,,543242,HEMIPROP,HEMISPHERE PROPERTIES INDIA LI,0,,0,0.05,1,EQ,BSE,BSE
134295044,,524590,HEMORGANIC,HEMO ORGANIC,0,,0,0.05,1,EQ,BSE,BSE
139076100,,543266,HERANBA,HERANBA INDUSTRIES ,0,,0,0.05,1,EQ,BSE,BSE
129464324,,505720,HERCULES,HERCULES HOISTS.,0,,0,0.05,1,EQ,BSE,BSE
133005316,,519552,HERITGFOOD,HERITAGE FOODS,0,,0,0.05,1,EQ,BSE,BSE
128046596,,500182,HEROMOTOCO,HERO MOTOCORP.,0,,0,0.05,1,EQ,BSE,BSE
134315268,,524669,HESTERBIO,HESTER BIOSCIENCES.,0,,0,0.05,1,EQ,BSE,BSE
136787972,,534328,HEXATRADEX,HEXA TRADEX.,0,,0,0.05,1,EQ,BSE,BSE
128046852,,500183,HFCL,HFCL,0,,0,0.05,1,EQ,BSE,BSE
134886148,,526899,HFIL,HIMALAYA FOOD INTERNATIONAL LI,0,,0,0.05,1,EQ,BSE,BSE
138500868,,541019,HGINFRA,H.G. INFRA ENGINEERING ,0,,0,0.05,1,EQ,BSE,BSE
136411908,,532859,HGS,HINDUJA GLOBAL SOLUTIONS.,0,,0,0.05,1,EQ,BSE,BSE
129069060,,504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA),0,,0,0.05,1,EQ,BSE,BSE
136013060,,531301,HIGHSTREE,HIGH STREET FILATEX.,0,,0,0.05,1,EQ,BSE,BSE
134332164,,524735,HIKAL,HIKAL.,0,,0,0.05,1,EQ,BSE,BSE
138836996,,542332,HIKLASS,HI-KLASS TRADING AND INVESTMEN,0,,0,0.01,1,EQ,BSE,BSE
130476804,,509675,HIL,HIL.,0,,0,0.05,1,EQ,BSE,BSE
138162436,,539697,HILIKS,HILIKS TECHNOLOGIES,0,,0,0.01,1,EQ,BSE,BSE
136408836,,532847,HILTON,HILTON METAL FORGING.,0,,0,0.05,1,EQ,BSE,BSE
131595012,,514043,HIMATSEIDE,HIMATSINGKA SEIDE.,0,,0,0.05,1,EQ,BSE,BSE
131586564,,514010,HIMFIBP,HIMACHAL FIBRES.,0,,0,0.01,1,EQ,BSE,BSE
129462276,,505712,HIMTEK,HIM TEKNOFORGE,0,,0,0.05,1,EQ,BSE,BSE
131693572,,514428,HINDADH,HINDUSTAN ADHESIVES.,0,,0,0.05,1,EQ,BSE,BSE
128112644,,500440,HINDALCO,HINDALCO INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136186628,,531979,HINDALUMI,HIND ALUMINIUM INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136171012,,531918,HINDAPL,HINDUSTAN APPLIANCES.,0,,0,0.01,1,EQ,BSE,BSE
136202500,,532041,HINDBIO,HINDUSTAN BIO SCIENCES.,0,,0,0.01,1,EQ,BSE,BSE
130466564,,509635,HINDCOMPOS,HINDUSTAN COMPOSITES.,0,,0,0.05,1,EQ,BSE,BSE
131481348,,513599,HINDCOPPER,HINDUSTAN COPPER.,0,,0,0.05,1,EQ,BSE,BSE
129508612,,505893,HINDHARD,HINDUSTAN HARDY,0,,0,0.05,1,EQ,BSE,BSE
130533124,,509895,HINDMILL,HINDOOSTAN MILLS.,0,,0,0.05,1,EQ,BSE,BSE
128128004,,500500,HINDMOTORS,HINDUSTAN MOTORS.,0,,0,0.05,1,EQ,BSE,BSE
128047620,,500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.L,0,,0,0.05,1,EQ,BSE,BSE
128026628,,500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATIO,0,,0,0.05,1,EQ,BSE,BSE
135760644,,530315,HINDTIN,HINDUSTAN TIN WORKS.,0,,0,0.05,1,EQ,BSE,BSE
128178180,,500696,HINDUNILVR,HINDUSTAN UNILEVER.,0,,0,0.05,1,EQ,BSE,BSE
138983684,,542905,HINDWAREAP,HINDWARE HOME INNOVATION LIMIT,0,,0,0.05,1,EQ,BSE,BSE
128048132,,500188,HINDZINC,HINDUSTAN ZINC.,0,,0,0.05,1,EQ,BSE,BSE
134147332,,524013,HINFLUR,HINDUSTAN FLUOROCARBONS.,0,,0,0.01,1,EQ,BSE,BSE
135898372,,530853,HIPOLIN,HIPOLIN.,0,,0,0.05,1,EQ,BSE,BSE
129033220,,504036,HIRECT,HIND RECTIFIERS.,0,,0,0.05,1,EQ,BSE,BSE
151044612,,590018,HISARMET,HISAR METAL INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
139113220,,543411,HITECH,HI-TECH PIPES,0,,0,0.05,1,EQ,BSE,BSE
134711556,,526217,HITECHCORP,HITECH CORPORATION ,0,,0,0.05,1,EQ,BSE,BSE
133650692,,522073,HITECHGEAR,THE HI-TECH GEARS,0,,0,0.05,1,EQ,BSE,BSE
136283908,,532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS.,0,,0,0.01,1,EQ,BSE,BSE
136105220,,531661,HITTCO,HITTCO TOOLS.,0,,0,0.01,1,EQ,BSE,BSE
138008836,,539097,HKG,HKG,0,,0,0.05,1,EQ,BSE,BSE
133687044,,522215,HLEGLAS,HLE GLASCOAT,0,,0,0.05,1,EQ,BSE,BSE
128049412,,500193,HLVLTD,HLV,0,,0,0.01,1,EQ,BSE,BSE
136503556,,533217,HMVL,HINDUSTAN MEDIA VENTURES.,0,,0,0.05,1,EQ,BSE,BSE
132896260,,519126,HNDFDS,HINDUSTAN FOODS.,0,,0,0.05,1,EQ,BSE,BSE
128114948,,500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LT,0,,0,0.05,1,EQ,BSE,BSE
139074308,,543259,HOMEFIRST,HOME FIRST FINANCE COMPANY IND,0,,0,0.05,1,EQ,BSE,BSE
132396548,,517174,HONAUT,HONEYWELL AUTOMATION INDIA,0,,0,0.05,1,EQ,BSE,BSE
133648388,,522064,HONDAPOWER,HONDA INDIA POWER PRODUCTS LIM,0,,0,0.05,1,EQ,BSE,BSE
136229124,,532145,HOTLSILV,H.S.INDIA.,0,,0,0.01,1,EQ,BSE,BSE
136386820,,532761,HOVS,HOV SERVICES.,0,,0,0.05,1,EQ,BSE,BSE
134850820,,526761,HOWARHO,HOWARD HOTELS.,0,,0,0.01,1,EQ,BSE,BSE
139118852,,543433,HPAL,HP ADHESIVES ,0,,0,0.05,1,EQ,BSE,BSE
128735492,,502873,HPCOTTON,H.P.COTTON TEXTILE MILLS.,0,,0,0.05,1,EQ,BSE,BSE
139173124,,543645,HPIL,HINDPRAKASH INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
138274820,,540136,HPL,HPL ELECTRIC & POWER ,0,,0,0.05,1,EQ,BSE,BSE
135694084,,530055,HRMNYCP,HARMONY CAPITAL SERVICES.,0,,0,0.01,1,EQ,BSE,BSE
134894340,,526931,HRYNSHP,HARIYANA SHIP BREAKERS.,0,,0,0.05,1,EQ,BSE,BSE
128047108,,500184,HSCL,HIMADRI SPECIALITY CHEMICAL LT,0,,0,0.05,1,EQ,BSE,BSE
136361476,,532662,HTMEDIA,HT MEDIA.,0,,0,0.05,1,EQ,BSE,BSE
138375684,,540530,HUDCO,HOUSING &URBAN DEVELOPMENT COR,0,,0,0.05,1,EQ,BSE,BSE
130513924,,509820,HUHTAMAKI,HUHTAMAKI INDIA,0,,0,0.05,1,EQ,BSE,BSE
138235908,,539984,HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,0,,0,0.05,1,EQ,BSE,BSE
136404996,,532832,IBREALEST,INDIABULLS REAL ESTATE.,0,,0,0.05,1,EQ,BSE,BSE
129211140,,504731,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
137161988,,535789,IBULHSGFIN,INDIABULLS HOUSING FINANCE,0,,0,0.05,1,EQ,BSE,BSE
138576132,,541313,ICICI500,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139064068,,543219,ICICIALPLV,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139123204,,543450,ICICIAUTO,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138441476,,540787,ICICIB22,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
136236548,,532174,ICICIBANK,ICICI BANK.,0,,0,0.05,1,EQ,BSE,BSE
138938884,,542730,ICICIBANKN,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138946052,,542758,ICICIBANKP,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139106052,,543383,ICICICONSU,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139091460,,543326,ICICIFMCG,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138423300,,540716,ICICIGI,ICICI LOMBARD GENERAL INSURANC,0,,0,0.05,1,EQ,BSE,BSE
139154180,,543571,ICICIINFRA,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138396676,,540612,ICICILOVOL,ICICI PRUDENTIAL NIFTY LOW VOL,0,,0,0.01,1,EQ,BSE,BSE
138987780,,542921,ICICIM150,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138234884,,539980,ICICIMCAP,ICICI PRUDENTIAL MIDCAP SELECT,0,,0,0.01,1,EQ,BSE,BSE
139153412,,543568,ICICIMOM30,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
137474052,,537008,ICICINF100,ICICI PRUDENTIAL NIFTY 100 ETF,0,,0,0.01,1,EQ,BSE,BSE
50975236,,199122,ICICINFINAV,INAV ICICI PRU NIFTY INFRA ETF,0,,0,0.01,1,EQ,BSE,BSE
137473796,,537007,ICICINIFTY,ICICI PRUDENTIAL NIFTY ETF,0,,0,0.01,1,EQ,BSE,BSE
138225924,,539945,ICICINV20,ICICI PRUDENTIAL NV20 ETF,0,,0,0.01,1,EQ,BSE,BSE
138703108,,541809,ICICINXT50,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
139082756,,543292,ICICIPHARM,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
138274052,,540133,ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANC,0,,0,0.05,1,EQ,BSE,BSE
142222084,,555555,ICICISENSX,ICICI PRUDENTIAL SENSEX ETF,0,,0,0.01,1,EQ,BSE,BSE
139064580,,543221,ICICITECH,ICICI PRUDENTIAL MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
50970884,,199105,ICICSENNAV,INAV ICICI PRUDENTIAL SENSE,0,,0,0.01,1,EQ,BSE,BSE
133380100,,521016,ICIL,INDO COUNT INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
137942532,,538838,ICL,INDO COTSPIN ,0,,0,0.05,1,EQ,BSE,BSE
50974468,,199119,ICMOM30INAV,INAVICICIPRUNI200MOMETF,0,,0,0.01,1,EQ,BSE,BSE
136405764,,532835,ICRA,ICRA.,0,,0,0.05,1,EQ,BSE,BSE
138022148,,539149,ICSL,INTEGRATED CAPITAL SERVICES LT,0,,0,0.01,1,EQ,BSE,BSE
128029700,,500116,IDBI,IDBI BANK.,0,,0,0.05,1,EQ,BSE,BSE
136402436,,532822,IDEA,VODAFONE IDEA ,0,,0,0.01,1,EQ,BSE,BSE
136360708,,532659,IDFC,IDFC,0,,0,0.05,1,EQ,BSE,BSE
138095876,,539437,IDFCFIRSTB,IDFC FIRST BANK,0,,0,0.05,1,EQ,BSE,BSE
138279428,,540154,IDFSENSEXE,IDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
130882564,,511260,IDINFO,ID INFO BUSINESS SERVICES.,0,,0,0.05,1,EQ,BSE,BSE
132363268,,517044,IDM,INTERNATIONAL DATA MANAGEMENT,0,,0,0.05,1,EQ,BSE,BSE
138432004,,540750,IEX,INDIAN ENERGY EXCHANGE ,0,,0,0.05,1,EQ,BSE,BSE
129904132,,507438,IFBAGRO,IFB AGRO INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
129465860,,505726,IFBIND,IFB INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
128027140,,500106,IFCI,IFCI.,0,,0,0.01,1,EQ,BSE,BSE
138438148,,540774,IFGLEXPOR,IFGL REFRACTORIES ,0,,0,0.05,1,EQ,BSE,BSE
137130756,,535667,IFINSEC,INDIA FINSEC.,0,,0,0.05,1,EQ,BSE,BSE
138161156,,539692,IFINSER,INTERACTIVE FINANCIAL SERVICES,0,,0,0.01,1,EQ,BSE,BSE
138336516,,540377,IFL,IFL ENTERPRISES,0,,0,0.05,1,EQ,BSE,BSE
132449284,,517380,IGARASHI,IGARASHI MOTORS INDIA.,0,,0,0.05,1,EQ,BSE,BSE
138098948,,539449,IGCIL,IGC INDUSTRIES ,0,,0,0.05,1,EQ,BSE,BSE
136323588,,532514,IGL,INDRAPRASTHA GAS.,0,,0,0.05,1,EQ,BSE,BSE
128050948,,500199,IGPL,I G PETROCHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
136354820,,532636,IIFL,IIFL FINANCE,0,,0,0.05,1,EQ,BSE,BSE
138949892,,542773,IIFLSEC,IIFL SECURITIES ,0,,0,0.05,1,EQ,BSE,BSE
138949636,,542772,IIFLWAM,IIFL WEALTH MANAGEMENT ,0,,0,0.05,1,EQ,BSE,BSE
138274308,,540134,IISL,ISHAAN INFRASTRUCTURE AND SHEL,0,,0,0.01,1,EQ,BSE,BSE
128331524,,501295,IITL,INDUSTRIAL INVESTMENT TRUST LT,0,,0,0.05,1,EQ,BSE,BSE
136183812,,531968,IITLPROJ,IITL PROJECTS,0,,0,0.05,1,EQ,BSE,BSE
131644932,,514238,IKAB,IKAB SECURITIES & INVESTMENT L,0,,0,0.05,1,EQ,BSE,BSE
130976772,,511628,IMCAP,IM+ CAPITALS,0,,0,0.05,1,EQ,BSE,BSE
131403524,,513295,IMEC,IMEC SERVICES,0,,0,0.01,1,EQ,BSE,BSE
136460036,,533047,IMFA,INDIAN METALS & FERRO ALLOYS L,0,,0,0.05,1,EQ,BSE,BSE
151056644,,590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIE,0,,0,0.05,1,EQ,BSE,BSE
135969028,,531129,INANI,INANI MARBLES & INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
136108036,,531672,INANISEC,INANI SECURITIES.,0,,0,0.05,1,EQ,BSE,BSE
132446724,,517370,INCAP,INCAP.,0,,0,0.05,1,EQ,BSE,BSE
136088068,,531594,INCON,INCON ENGINEERS.,0,,0,0.01,1,EQ,BSE,BSE
137821444,,538365,INCREDIBLE,INCREDIBLE INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
130345476,,509162,INDAG,INDAG RUBBER.,0,,0,0.05,1,EQ,BSE,BSE
130937092,,511473,INDBANK,INDBANK MERCHANT BANKING SERVI,0,,0,0.05,1,EQ,BSE,BSE
134007044,,523465,INDBNK,IND BANK HOUSING.,0,,0,0.05,1,EQ,BSE,BSE
130906884,,511355,INDCEMCAP,INDIA CEMENTS CAPITAL.,0,,0,0.01,1,EQ,BSE,BSE
136192260,,532001,INDCTST,INDUCTO STEEL.,0,,0,0.05,1,EQ,BSE,BSE
136000772,,531253,INDGELA,INDIA GELATINE & CHEMICALS,0,,0,0.05,1,EQ,BSE,BSE
128217604,,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
135681284,,530005,INDIACEM,INDIA CEMENTS.,0,,0,0.05,1,EQ,BSE,BSE
128051460,,500201,INDIAGLYCO,INDIA GLYCOLS.,0,,0,0.05,1,EQ,BSE,BSE
135930628,,530979,INDIAHOME,INDIA HOME LOAN.,0,,0,0.05,1,EQ,BSE,BSE
138937860,,542726,INDIAMART,INDIAMART INTERMESH ,0,,0,0.05,1,EQ,BSE,BSE
131626244,,514165,INDIANACRY,INDIAN ACRYLICS.,0,,0,0.01,1,EQ,BSE,BSE
136400388,,532814,INDIANB,INDIAN BANK,0,,0,0.05,1,EQ,BSE,BSE
130481156,,509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
129213700,,504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
128435204,,501700,INDIANVSH,INDIANIVESH.,0,,0,0.05,1,EQ,BSE,BSE
136382724,,532745,INDICAP,INDITRADE CAPITAL,0,,0,0.05,1,EQ,BSE,BSE
138098692,,539448,INDIGO,INTERGLOBE AVIATION ,0,,0,0.05,1,EQ,BSE,BSE
139074052,,543258,INDIGOPNTS,INDIGO PAINTS ,0,,0,0.05,1,EQ,BSE,BSE
130317060,,509051,INDINFO,INDIAN INFOTECH & SOFTWARE,0,,0,0.01,1,EQ,BSE,BSE
128051716,,500202,INDLEASE,INDIA LEASE DEVELOPMENT.,0,,0,0.01,1,EQ,BSE,BSE
136253444,,532240,INDNIPPON,INDIA NIPPON ELECTRICALS.,0,,0,0.05,1,EQ,BSE,BSE
134309892,,524648,INDOAMIN,INDO AMINES.,0,,0,0.05,1,EQ,BSE,BSE
135871236,,530747,INDOASIAF,INDO ASIAN FINANCE.,0,,0,0.01,1,EQ,BSE,BSE
134231556,,524342,INDOBORAX,INDO BORAX & CHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
136217604,,532100,INDOCITY,INDO-CITY INFOTECH.,0,,0,0.01,1,EQ,BSE,BSE
136348676,,532612,INDOCO,INDOCO REMEDIES.,0,,0,0.05,1,EQ,BSE,BSE
134261252,,524458,INDOEURO,INDO EURO INDCHEM.,0,,0,0.05,1,EQ,BSE,BSE
129047556,,504092,INDOKEM,INDOKEM.,0,,0,0.05,1,EQ,BSE,BSE
128052996,,500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) L,0,,0,0.05,1,EQ,BSE,BSE
136375556,,532717,INDOTECH,INDO TECH TRANSFORMERS.,0,,0,0.05,1,EQ,BSE,BSE
